Melt temperature,Mold temperature,SKx - Closing force,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,SVo - Shot volume,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,CPn - Screw position at the end of hold pressure,quality
105.944,81.362,919.616259713598,147.0,882.3,18.73,7.124,3.1870437438852437,74.81,902.40975024887,120.5,106.55706212207755,8.76,1.0
105.449,80.411,908.6,148.1,917.5,18.73,7.228,4.08,74.83,904.0,118.4,106.2,8.85,1.0
105.505,81.058,920.3568615558396,147.6,922.3,18.73,7.124,3.16,74.83,918.2,116.9,93.1,8.68,1.0
106.46945670417936,81.362,901.6,145.8,937.7,18.72,6.864,3.18845887561353,74.82,919.9,127.3,104.3,8.85,1.0
106.27386105587206,80.617,919.8368116453726,145.9,874.6,18.75,7.124,3.22,74.81,926.3,104.6,107.8,8.59,1.0
106.48887545995376,81.162,901.6,146.1,923.9,18.72,6.864,3.16,74.81,896.8,127.3,106.41764225891164,8.83,1.0
106.46220627530222,81.058,901.6,147.0,923.9,18.76,6.968,3.22,74.83,919.9,104.6,104.3,8.76,1.0
106.45836229926124,81.027,901.6,147.0,930.5,18.76,6.864,3.22,74.83,918.2,104.6,106.7,8.84,1.0
105.902,80.617,908.6,146.1,882.3,18.8,6.864,3.1926004230901945,74.82,938.2,120.5,104.3,8.82,1.0
106.4640778254719,81.402,885.5756216522723,146.1,920.2,18.72,6.968,4.08,74.81,919.9,120.5,106.2,8.85,1.0
105.902,81.058,908.6,147.6,920.2,18.72,6.864,3.190208611973294,74.81,918.2,120.5,106.2,8.76,1.0
106.323,81.027,885.8526800709387,145.8,926.5,18.71,6.864,3.1835686248526005,74.83,904.0,120.5,106.7,8.81,1.0
105.645,80.753,925.6,146.6,895.8,18.81,6.864,3.46,74.81,943.1,118.7,97.9,8.76,1.0
106.385,81.432,880.0,145.9,924.8,18.78,7.124,3.22,74.81,895.5,121.7,106.1,8.79,1.0
105.449,81.402,879.2566392882925,146.0,920.2,18.71,6.864,3.16,74.83,902.6167520928594,120.5,107.3,8.68,1.0
106.27405045216028,80.617,886.9,145.8,926.5,18.71,6.864,3.82,74.82,895.3,120.5,104.9,8.76,1.0
105.449,81.362,908.6,145.9,917.5,18.75,6.968,3.22,74.82,902.593293630501,127.3,88.9,8.85,1.0
105.449,81.437,908.6,147.6,937.7,18.89,6.968,3.16,74.83,918.2,120.5,107.3,8.76,1.0
105.902,81.162,920.254219043881,146.7,926.5,18.77,6.864,3.16,74.81,919.9,120.5,88.9,8.85,1.0
105.449,80.411,879.5796412726517,147.0,874.6,18.71,6.864,3.16,74.81,935.9,120.5,106.4264282953164,8.83,1.0
105.505,81.362,885.8461669527021,148.1,922.3,18.73,6.864,3.2,74.82,895.3,107.3,106.42825031376216,8.85,1.0
106.27324433417937,81.402,884.9639697942192,146.1,923.9,18.89,7.228,4.08,74.82,902.9480171074782,120.5,106.53443774531486,8.83,1.0
106.284,81.378,884.1,148.1,920.4,18.75,6.968,3.16,74.79,902.7,124.9,105.2,8.82,1.0
105.791,80.5,917.7,146.0,858.7,18.94,6.968,4.06,74.82,931.0,113.0,91.4,8.63,1.0
106.448,81.341,880.8,149.9,929.0,18.71,6.864,3.17,74.83,897.0,121.1,104.9,8.86,1.0
105.449,81.437,908.6,148.1,933.1,18.98,6.968,3.193954249942787,74.82,919.9,104.6,106.7,8.85,1.0
105.944,81.027,901.6,145.8,922.3,18.77,6.864,3.82,74.81,918.2,118.4,88.9,8.8,1.0
105.505,81.162,879.7118598181527,145.6,937.7,18.98,6.864,3.16,74.82,918.2,116.9,106.2,8.83,1.0
106.169,81.227,910.7,146.8,927.7,18.74,6.968,3.18,74.81,927.1,114.5,106.0,8.83,1.0
105.505,81.058,920.2642832115016,147.0,922.3,18.98,6.968,3.22,74.83,918.2,118.4,107.8,8.83,1.0
106.2738532830257,81.402,920.3128821087636,147.6,874.6,18.77,6.864,3.82,74.82,938.2,113.9,104.9,8.82,1.0
106.27336701327675,80.411,885.4848258034716,147.0,917.5,18.98,6.864,3.22,74.81,918.2,127.3,106.7,8.82,1.0
105.505,81.362,920.10784393338,147.6,920.2,18.98,6.864,3.188361988762205,74.83,938.2,120.5,107.8,8.84,1.0
106.27355851148492,81.162,885.6393902004633,146.1,937.7,18.73,6.864,3.192578445600457,74.81,904.0,118.4,88.9,8.85,1.0
105.449,81.437,884.9158533500513,148.1,920.2,18.76,6.864,3.22,74.83,918.2,120.5,93.1,8.68,1.0
105.944,81.343,885.5762529072632,146.0,874.6,18.71,7.124,3.82,74.82,926.3,118.4,106.2,8.83,1.0
105.902,81.343,903.1,146.0,920.2,18.73,6.864,3.19115691864336,74.83,918.2,120.5,106.7,8.8,1.0
106.297,81.409,884.3,145.8,928.1,18.71,6.968,3.17,74.81,901.1,121.4,106.4,8.85,1.0
105.449,81.343,920.672030829775,147.6,874.6,18.71,6.968,3.180028975790353,74.82,904.0,127.3,104.3,8.81,1.0
105.902,80.411,879.9538116862872,145.8,917.5,18.75,6.968,3.1869325630896226,74.83,896.8,120.5,107.8,8.81,1.0
106.27299171502054,81.402,901.6,146.0,930.5,18.89,6.864,3.16,74.83,918.2,120.5,104.9,8.8,1.0
105.902,80.617,879.8995623392303,145.9,933.1,18.76,7.228,3.180570159817491,74.81,919.9,104.6,104.3,8.76,1.0
106.27310042967105,81.402,908.6,145.9,933.1,18.73,7.228,3.16,74.81,926.3,120.5,88.9,8.82,1.0
106.27713516920927,81.471,879.2119500769754,145.9,882.3,18.8,7.228,3.16,74.82,938.2,127.3,106.49131287197312,8.8,1.0
105.449,81.058,908.6,148.1,937.7,18.76,7.124,3.2,74.82,938.2,116.9,107.8,8.84,1.0
105.505,81.162,920.1608630538976,147.0,923.9,18.73,7.228,3.16,74.81,902.2784684996316,113.9,106.45400989553706,8.76,1.0
105.449,81.058,901.6,148.1,874.6,18.71,7.124,3.1758927300074054,74.81,935.9,113.9,104.3,8.81,1.0
105.449,81.343,879.7846857061851,146.1,933.1,18.72,6.968,3.82,74.81,895.3,113.9,107.3,8.82,1.0
106.237,81.162,908.6,146.0,937.7,18.72,6.864,3.18,74.81,926.3,113.9,104.9,8.85,1.0
106.434,81.522,880.0,146.2,921.9,18.75,6.968,3.17,74.83,900.7,122.0,106.0,8.82,1.0
106.008,81.25,909.2,146.0,924.2,18.72,7.124,3.18,74.82,925.4,112.7,104.5,8.85,1.0
106.308,81.414,909.4,146.0,929.5,18.75,6.968,3.18,74.79,925.6,118.4,105.1,8.81,1.0
106.323,81.027,920.0422806872,147.0,926.5,18.76,6.864,3.22,74.82,919.9,120.5,88.9,8.83,1.0
105.505,80.617,880.126490793768,146.1,874.6,18.73,6.864,3.1860449324048123,74.81,896.8,120.5,107.3,8.76,1.0
106.27050455459604,81.437,908.6,146.1,933.1,18.98,6.968,3.82,74.82,919.9,116.9,107.3,8.59,1.0
105.449,81.402,885.557068692163,145.8,937.7,18.73,6.864,3.16,74.83,919.9,116.9,106.7,8.68,1.0
106.237,80.617,901.6,148.1,923.9,18.8,6.864,3.22,74.82,926.3,120.5,106.55026044612632,8.82,1.0
106.43592840783718,81.343,903.1,145.6,922.3,18.72,6.864,3.82,74.83,896.8,107.3,106.40583610448816,8.59,1.0
106.167,81.212,909.2,146.1,920.4,18.72,6.864,3.19,74.81,927.3,118.1,103.1,8.84,1.0
106.273,81.402,886.9,145.8,920.2,18.73,6.864,3.19,74.83,902.7,120.5,106.7,8.83,1.0
106.27492051392998,81.162,903.1,148.1,933.1,18.73,6.864,3.16,74.83,918.2,127.3,106.55326082847316,8.59,1.0
105.902,81.402,885.5362469970657,146.7,930.5,18.72,6.968,3.82,74.83,926.3,120.5,88.9,8.82,1.0
105.902,81.027,908.6,147.0,923.9,18.75,6.864,3.1895325670371246,74.81,926.3,107.3,104.3,8.8,1.0
106.323,80.411,919.8972294390736,146.0,917.5,18.89,7.228,3.185859537223255,74.83,938.2,120.5,104.3,8.68,1.0
106.308,81.435,881.5,147.1,921.9,18.76,6.968,3.16,74.81,899.2,119.6,105.0,8.81,1.0
105.449,80.411,920.4,147.0,874.6,18.98,6.864,4.08,74.82,935.9,107.3,88.9,8.59,1.0
105.902,81.027,885.5167670980213,147.0,930.5,18.98,7.124,3.22,74.83,938.2,120.5,106.7,8.84,1.0
106.27594456563877,81.343,886.9,145.6,923.9,18.73,6.968,3.22,74.82,935.9,118.4,104.9,8.68,1.0
106.27225018317353,81.343,903.1,145.8,922.3,18.72,6.864,3.82,74.82,919.9,120.5,107.3,8.85,1.0
105.944,81.162,879.4019467785814,146.1,917.5,18.73,6.864,3.1792003580533112,74.83,895.3,118.4,93.1,8.85,1.0
106.27601419725298,81.058,885.0942138190399,148.1,933.1,18.71,6.864,3.22,74.82,919.9,113.9,106.40674857771552,8.81,1.0
106.27471631804038,80.617,903.1,146.1,882.3,18.73,6.864,3.16,74.83,935.9,120.5,104.9,8.68,1.0
105.944,81.162,885.3305872220088,147.0,874.6,18.73,6.968,3.16,74.82,895.3,116.9,106.47420117145266,8.59,1.0
106.46087911926656,81.343,879.7713581228653,146.7,874.6,18.98,6.864,3.2,74.83,919.9,120.5,104.3,8.83,1.0
106.425,81.41,878.7,147.9,924.5,18.76,6.968,3.23,74.82,898.1,114.2,104.3,8.81,1.0
105.6,80.626,922.1,145.9,874.2,18.89,6.864,3.62,74.82,938.9,115.1,96.2,8.67,1.0
106.48564026579676,81.058,901.6,146.7,920.2,18.75,6.864,3.187293787357339,74.82,902.2134022909448,107.3,106.2,8.76,1.0
105.944,80.617,901.6,146.1,937.7,18.89,7.228,3.22,74.82,935.9,104.6,106.2,8.83,1.0
105.449,81.162,901.6,146.0,874.6,18.75,6.864,3.194062207454281,74.83,938.2,116.9,107.3,8.8,1.0
105.505,81.437,901.6,146.7,917.5,18.73,6.968,3.16,74.82,935.9,120.5,104.9,8.84,1.0
105.902,81.402,885.7289652888903,147.0,937.7,18.8,7.228,3.16,74.82,926.3,107.3,106.7,8.8,1.0
105.449,81.027,879.5321324383543,147.0,917.5,18.77,6.864,3.1865623092503443,74.83,935.9,120.5,106.57321920249468,8.85,1.0
106.237,80.411,886.9,146.7,933.1,18.76,6.968,3.1786657624716907,74.82,895.3,120.5,104.3,8.85,1.0
105.902,81.362,879.0989213550276,147.6,937.7,18.8,6.968,3.1922678860174134,74.82,895.3,120.5,106.43702565937942,8.8,1.0
105.944,81.437,885.2521911879403,146.0,937.7,18.76,6.864,3.16,74.83,918.2,120.5,88.9,8.59,1.0
105.505,81.437,908.6,147.6,937.7,18.76,6.968,3.2,74.81,895.3,116.9,104.9,8.59,1.0
105.902,80.617,886.9,147.6,926.5,18.76,6.968,3.179777968867137,74.82,902.9079503941008,127.3,107.8,8.83,1.0
106.132,81.361,908.8,145.3,927.6,18.72,7.124,3.16,74.83,924.7,116.0,106.0,8.85,1.0
106.4537481165243,81.343,919.281490680268,147.0,882.3,18.73,6.864,3.1812043187475285,74.82,904.0,127.3,106.47795079942878,8.8,1.0
106.46446047161996,81.058,901.6,147.0,874.6,18.71,6.864,3.22,74.83,919.9,127.3,88.9,8.85,1.0
105.944,81.471,886.9,145.6,920.2,18.71,6.864,3.22,74.81,904.0,120.5,106.55781664610942,8.59,1.0
105.505,80.617,880.0033837678869,147.6,937.7,18.77,7.124,3.183493348579553,74.82,902.3201639433018,118.4,93.1,8.68,1.0
106.47385378388572,81.058,879.0866464298329,146.0,922.3,18.75,6.864,3.1901888519586685,74.81,896.8,113.9,104.3,8.85,1.0
106.27371812728524,81.471,901.6,146.1,937.7,18.73,6.864,3.2,74.82,926.3,120.5,106.2,8.85,1.0
105.944,81.162,908.6,145.6,926.5,18.89,6.968,3.184590439911438,74.83,902.4401333713596,107.3,104.9,8.82,1.0
105.944,81.027,885.3418588587443,146.0,882.3,18.72,7.228,3.16,74.82,895.3,120.5,104.9,8.82,1.0
105.505,80.411,903.1,146.0,917.5,18.77,6.864,3.1938597654949823,74.82,926.3,118.4,104.3,8.59,1.0
106.4822610154759,81.027,901.6,147.0,933.1,18.75,6.864,4.08,74.82,903.044617969264,120.5,107.3,8.84,1.0
106.237,81.471,903.1,147.0,882.3,18.72,7.228,3.2,74.83,926.3,104.6,104.3,8.85,1.0
105.902,81.471,921.0109031997245,147.0,937.7,18.73,6.968,4.08,74.81,895.3,116.9,104.9,8.84,1.0
106.323,81.471,920.274631790828,145.6,926.5,18.76,6.968,3.190281858647325,74.81,902.6278484923204,116.9,106.50400283646462,8.76,1.0
106.27340430703288,81.162,879.0408607047873,146.1,882.3,18.76,7.124,3.1861933614931948,74.81,902.3961209333952,107.3,88.9,8.81,1.0
105.972,81.066,904.8,147.6,924.2,18.75,6.968,3.14,74.81,921.0,119.6,107.7,8.82,1.0
105.449,81.402,919.8717659741152,146.1,874.6,18.8,6.968,3.16,74.82,935.9,120.5,106.39543665742596,8.85,1.0
106.47397623249604,81.058,901.6,146.1,937.7,18.72,6.968,3.187023949448059,74.83,935.9,113.9,106.53085449077,8.76,1.0
105.902,81.437,886.9,145.6,930.5,18.98,7.228,3.2,74.83,902.3210846350592,116.9,106.2,8.76,1.0
105.944,81.362,879.9165948021777,145.9,937.7,18.72,6.864,3.22,74.82,938.2,118.4,104.9,8.8,1.0
106.323,81.162,885.0550527931583,147.6,917.5,18.89,7.124,4.08,74.81,904.0,127.3,93.1,8.8,1.0
105.449,80.617,879.7239630309325,145.8,920.2,18.8,6.864,3.1879875907327384,74.82,895.3,116.9,88.9,8.85,1.0
106.237,81.343,878.8626503167388,147.0,920.2,18.76,7.228,3.180890558526344,74.82,896.8,120.5,104.3,8.85,1.0
106.47583242326913,81.402,885.4228609870777,148.1,874.6,18.73,6.864,3.184192709050086,74.82,919.9,120.5,107.8,8.84,1.0
106.464,81.362,880.8,146.7,923.7,18.75,7.124,3.23,74.83,895.9,115.1,104.4,8.82,1.0
106.27116126451516,80.411,908.6,145.6,933.1,18.73,6.968,3.187625189408011,74.83,926.3,120.5,106.7,8.83,1.0
105.449,81.402,878.8442064045939,147.0,917.5,18.73,6.968,3.82,74.82,919.9,104.6,104.3,8.84,1.0
105.449,81.471,886.9,146.0,882.3,18.73,6.864,3.1926947498138434,74.81,896.8,118.4,106.2,8.84,1.0
106.44663439064908,81.027,908.6,145.9,933.1,18.8,6.864,3.22,74.83,918.2,118.4,106.39342860362812,8.68,1.0
105.505,81.162,920.0866721015268,147.0,882.3,18.73,6.864,3.22,74.81,896.8,118.4,107.8,8.81,1.0
105.505,81.058,886.9,145.6,920.2,18.71,6.864,3.16,74.82,919.9,107.3,104.9,8.8,1.0
106.27330142036864,81.402,920.5052690719224,145.8,933.1,18.75,6.968,3.2,74.82,926.3,127.3,88.9,8.85,1.0
106.237,81.402,886.9,147.0,917.5,18.75,6.864,3.190081784485884,74.81,902.7623253550414,113.9,104.9,8.81,1.0
105.505,81.471,879.4793766369471,147.0,933.1,18.89,7.228,3.190686026280491,74.82,926.3,113.9,104.3,8.84,1.0
106.237,81.437,885.4747157511855,146.7,923.9,18.73,6.968,3.16,74.83,902.3591863034452,120.5,104.9,8.84,1.0
106.237,81.362,879.3233100784191,147.0,882.3,18.77,6.864,3.16,74.83,901.9444551746656,104.6,107.8,8.81,1.0
106.478,81.33,876.7,147.1,926.1,18.73,6.968,3.22,74.8,895.2,114.8,104.2,8.84,1.0
106.458,81.471,879.8,145.9,923.9,18.75,7.228,3.2,74.82,896.8,127.3,106.2,8.82,1.0
106.463,81.413,880.2,145.5,920.6,18.78,6.968,3.19,74.82,897.7,118.1,106.1,8.78,1.0
106.258,81.296,884.6,146.1,920.9,18.73,6.864,3.16,74.81,903.5,119.6,107.6,8.83,1.0
106.237,81.471,901.6,146.7,917.5,18.75,6.864,4.08,74.82,918.2,116.9,106.41165516284951,8.81,1.0
106.323,80.617,908.6,147.6,917.5,18.77,6.968,3.197318365825224,74.83,935.9,113.9,107.3,8.83,1.0
106.27658340184529,81.437,919.1765961297464,146.0,882.3,18.89,6.968,3.1882076096827,74.82,938.2,120.5,106.40302350847244,8.81,1.0
105.944,81.058,903.1,147.0,923.9,18.71,6.864,3.22,74.82,926.3,120.5,106.2,8.81,1.0
105.449,81.362,901.6,147.0,882.3,18.73,6.864,3.16,74.83,918.2,120.5,106.3557860135054,8.8,1.0
106.298,81.448,883.3,146.2,937.2,18.73,6.968,3.16,74.82,900.1,118.4,104.2,8.83,1.0
106.27409485088428,81.058,879.163398777174,148.1,923.9,18.72,6.864,3.1957074393761444,74.83,935.9,116.9,106.2,8.59,1.0
106.27585713695052,80.617,901.6,147.0,930.5,18.77,6.864,4.08,74.82,918.2,113.9,106.7,8.84,1.0
105.449,81.402,908.6,147.0,874.6,18.76,6.968,4.08,74.82,918.2,118.4,106.2,8.84,1.0
106.47788526178154,80.617,919.8609726312852,146.7,933.1,18.72,6.864,3.22,74.81,902.354688817942,127.3,106.4892987706862,8.59,1.0
106.43681251017524,80.617,886.9,147.0,920.2,18.76,6.864,3.1909877656057084,74.82,926.3,113.9,106.7,8.76,1.0
106.46933410935704,80.617,901.6,145.8,937.7,18.76,6.864,3.16,74.81,895.3,120.5,107.8,8.81,1.0
106.2733875791184,81.402,903.1,145.6,922.3,18.73,6.864,3.187961298107094,74.82,926.3,104.6,107.8,8.82,1.0
105.913,81.006,907.2,145.6,928.1,18.68,6.968,3.16,74.81,920.1,115.4,106.6,8.88,1.0
106.105,81.219,910.3,145.2,919.5,18.72,6.968,3.19,74.8,927.5,120.2,104.1,8.85,1.0
106.188,81.34,909.4,145.4,910.1,18.73,6.864,3.25,74.81,925.8,117.5,101.8,8.84,1.0
106.277,81.339,908.4,146.4,921.4,18.73,6.968,3.17,74.81,924.1,113.6,105.5,8.84,1.0
106.229,81.28,915.3,145.7,915.7,18.78,6.864,3.22,74.81,929.7,123.2,103.7,8.79,1.0
106.066,81.207,907.9,145.9,917.3,18.73,6.864,3.19,74.8,923.9,119.6,106.2,8.83,1.0
105.863,80.925,899.2,145.7,918.3,18.71,6.864,3.22,74.8,918.2,117.8,105.4,8.85,1.0
106.211,81.322,912.7,145.8,912.1,18.75,6.864,3.22,74.81,928.6,114.8,103.6,8.81,1.0
106.191,81.22,910.8,145.7,919.0,18.74,6.864,3.2,74.83,925.2,120.2,105.5,8.83,1.0
105.569,80.629,922.7,147.1,894.8,18.8,6.968,3.6,74.82,940.2,111.8,96.6,8.77,1.0
105.515,80.659,917.1,146.6,903.6,18.76,6.968,4.01,74.8,935.9,111.5,93.0,8.81,2.0
106.465,81.38,881.9,146.3,926.3,18.75,6.968,3.19,74.8,897.0,119.3,104.7,8.82,2.0
106.242,81.349,887.0,146.6,925.1,18.69,6.968,3.18,74.83,903.5,115.4,103.3,8.88,2.0
106.46,81.547,882.8,145.4,926.6,18.74,6.968,3.19,74.83,900.1,115.1,103.6,8.83,2.0
106.272,81.327,883.9,145.4,922.5,18.74,6.968,3.19,74.79,900.1,117.2,104.0,8.83,2.0
105.63,80.692,923.6,146.0,885.2,18.89,6.968,3.57,74.81,941.1,112.7,96.7,8.67,2.0
106.233,81.223,909.0,145.6,919.4,18.72,6.968,3.16,74.8,925.2,119.9,106.4,8.84,2.0
106.269,81.286,887.8,145.5,920.3,18.78,7.124,3.18,74.8,904.6,121.4,106.1,8.78,2.0
105.778,80.645,917.7,146.1,874.4,18.88,6.968,3.46,74.83,933.2,114.8,101.4,8.69,2.0
106.37,81.405,880.0,146.9,918.0,18.77,6.968,3.19,74.82,897.4,119.9,105.6,8.8,2.0
106.343,81.422,882.2,146.0,923.6,18.72,6.968,3.16,74.83,899.4,116.0,107.1,8.85,2.0
105.865,80.901,902.9,148.0,917.3,18.69,6.864,3.2,74.81,917.5,114.8,105.2,8.87,2.0
106.45,81.487,881.5,145.5,932.4,18.72,6.968,3.19,74.82,897.9,117.8,104.9,8.85,2.0
105.825,80.876,897.6,145.6,915.1,18.76,6.968,3.25,74.81,913.2,121.7,104.0,8.81,2.0
105.878,81.018,921.2,146.0,918.0,18.7,6.968,3.13,74.81,937.0,118.7,110.9,8.87,2.0
106.536,81.475,880.4,146.3,915.8,18.76,6.968,3.2,74.82,896.8,113.9,104.7,8.8,2.0
106.262,81.432,886.3,146.7,913.1,18.75,6.968,3.22,74.81,904.0,121.1,106.4,8.81,2.0
106.253,81.349,918.2,146.5,910.8,18.71,6.864,3.17,74.81,934.8,118.7,105.5,8.86,2.0
106.315,81.331,910.8,147.2,905.0,18.81,6.968,3.25,74.81,924.5,113.9,103.7,8.75,2.0
106.276,81.325,909.7,146.1,912.8,18.8,6.968,3.24,74.83,926.7,113.0,103.6,8.77,2.0
106.283,81.358,912.0,146.0,909.9,18.76,7.02,3.24,74.81,926.5,119.0,105.2,8.81,2.0
124.391,80.844,916.7,146.1,914.9,18.69,6.968,3.17,74.81,933.0,124.7,110.0,8.88,2.0
105.936,81.059,905.7,146.0,918.0,18.73,6.968,3.17,74.81,920.3,120.2,106.3,8.84,2.0
106.028,81.21,912.1,146.9,921.9,18.73,6.968,3.18,74.8,926.5,115.7,105.1,8.84,2.0
106.128,81.233,909.9,145.1,913.3,18.7,6.864,3.17,74.82,926.3,119.9,106.6,8.87,2.0
106.204,81.322,912.3,147.4,902.5,18.76,6.864,3.24,74.83,930.2,112.7,101.4,8.81,2.0
106.324,81.36,914.7,145.7,908.1,18.77,6.864,3.24,74.83,934.8,111.8,102.2,8.8,2.0
106.33,81.386,918.6,145.2,899.2,18.75,6.968,3.29,74.82,938.9,114.2,102.2,8.82,2.0
106.275,81.284,914.0,145.2,916.7,18.76,6.968,3.2,74.82,927.6,115.4,105.0,8.81,2.0
106.315,81.285,910.8,146.3,910.6,18.71,6.864,3.17,74.8,925.4,114.8,104.2,8.86,2.0
106.301,81.351,912.9,146.3,908.8,18.76,6.968,3.22,74.82,929.7,115.7,104.4,8.81,2.0
105.863,80.931,902.2,147.3,916.0,18.75,6.968,3.22,74.82,919.5,121.4,107.0,8.81,2.0
106.275,81.465,914.0,146.3,915.1,18.78,6.864,3.24,74.81,933.4,115.4,103.3,8.79,2.0
106.275,81.355,907.3,145.8,916.4,18.77,6.968,3.23,74.83,925.6,112.4,102.5,8.8,2.0
106.138,81.124,922.3,146.7,912.5,18.67,7.124,3.19,74.82,935.9,121.1,109.6,8.9,2.0
106.199,81.281,908.6,146.0,915.7,18.75,7.124,3.19,74.82,925.6,118.1,105.9,8.82,2.0
106.194,81.242,916.9,145.9,904.5,18.79,6.864,3.25,74.82,935.0,113.3,103.2,8.78,2.0
105.981,80.996,919.9,146.7,917.7,18.68,6.864,3.11,74.82,938.2,120.5,111.2,8.88,2.0
106.25,81.357,908.8,145.7,893.7,18.85,6.968,3.26,74.8,926.7,110.3,103.7,8.72,2.0
106.29,81.198,908.4,145.9,909.9,18.77,6.968,3.23,74.81,926.7,125.2,105.5,8.8,2.0
106.252,81.293,912.0,145.4,912.7,18.71,6.968,3.18,74.8,927.6,116.3,106.4,8.85,2.0
106.285,81.421,909.4,146.2,913.0,18.73,6.968,3.2,74.8,926.2,113.3,105.7,8.84,2.0
106.183,81.388,912.0,145.6,910.1,18.77,6.864,3.25,74.81,929.5,116.3,104.0,8.8,2.0
106.23,81.379,912.9,147.6,901.0,18.8,6.968,3.29,74.83,928.4,114.2,100.3,8.77,2.0
105.803,80.954,901.1,145.2,919.8,18.67,6.968,3.19,74.81,915.8,118.7,105.9,8.89,2.0
106.195,81.238,910.8,145.4,915.9,18.73,6.864,3.17,74.81,927.3,120.8,105.9,8.83,2.0
105.918,80.66,918.8,146.4,882.8,18.83,6.968,3.47,74.82,935.0,114.5,102.6,8.74,2.0
106.235,81.425,912.3,145.5,905.3,18.75,7.124,3.24,74.81,929.1,116.0,102.9,8.82,2.0
106.151,81.136,921.4,146.0,925.3,18.64,7.851999999999999,3.13,74.81,938.0,122.0,110.0,8.93,2.0
105.726,80.836,928.2,148.0,889.4,18.84,6.968,3.47,74.8,943.7,118.7,99.2,8.73,2.0
106.084,81.316,910.8,145.7,912.8,18.72,6.968,3.23,74.81,925.8,119.6,104.4,8.85,2.0
106.322,81.312,919.3,147.7,901.4,18.76,6.968,3.27,74.83,937.2,119.0,104.1,8.81,2.0
106.056,81.12,920.8,146.3,915.8,18.68,7.851999999999999,3.14,74.8,937.6,119.3,109.6,8.89,2.0
106.19,81.395,912.5,145.6,915.6,18.75,6.968,3.21,74.82,928.6,116.9,104.7,8.82,2.0
105.832,80.995,899.4,146.4,910.6,18.74,6.968,3.25,74.82,916.4,119.3,104.6,8.83,2.0
106.497,81.338,912.1,146.3,913.7,18.74,6.968,3.18,74.82,925.8,122.0,105.2,8.83,2.0
106.243,81.431,912.1,146.4,914.3,18.69,6.968,3.2,74.83,929.3,117.8,105.9,8.87,2.0
106.306,81.329,915.5,145.6,908.9,18.75,6.864,3.25,74.8,933.7,121.1,102.9,8.82,2.0
106.167,81.185,913.2,145.6,917.0,18.74,6.968,3.19,74.83,926.7,119.0,106.6,8.83,2.0
106.435,81.355,916.9,145.6,904.9,18.76,6.968,3.32,74.82,936.7,113.9,103.5,8.81,2.0
106.013,81.09,907.2,146.0,914.7,18.74,6.968,3.17,74.8,923.9,114.8,106.5,8.83,2.0
106.304,81.361,885.2,146.3,913.5,18.76,6.968,3.24,74.81,902.2,119.3,104.3,8.81,2.0
105.948,80.929,905.1,145.7,913.2,18.73,6.968,3.19,74.81,921.0,116.3,105.6,8.83,2.0
105.922,81.041,904.2,146.9,919.7,18.71,6.968,3.19,74.83,921.2,114.5,105.8,8.85,2.0
106.486,81.383,879.8,145.5,909.5,18.79,6.968,3.22,74.81,896.3,117.8,104.1,8.78,2.0
106.358,81.445,882.1,145.4,931.0,18.68,6.968,3.19,74.81,900.0,115.1,104.6,8.88,2.0
106.002,81.157,908.4,146.6,932.4,18.66,6.968,3.17,74.83,923.8,113.6,105.3,8.91,2.0
106.071,81.139,907.9,146.5,910.3,18.78,6.968,3.23,74.8,924.9,114.2,103.5,8.79,2.0
106.212,81.324,914.4,145.5,907.9,18.78,6.968,3.23,74.82,929.1,114.8,104.8,8.78,2.0
106.099,80.887,924.3,145.9,925.6,18.65,7.332,3.09,74.81,937.2,117.8,110.3,8.92,2.0
106.31,81.382,910.5,146.6,913.6,18.73,6.864,3.19,74.81,927.8,115.1,104.5,8.84,2.0
106.355,81.381,919.5,145.9,901.7,18.84,6.968,3.28,74.83,938.3,112.7,102.4,8.73,2.0
106.28,81.311,888.5,146.3,913.2,18.78,7.124,3.18,74.81,902.7,118.4,105.7,8.79,2.0
106.387,81.312,915.1,145.9,905.4,18.76,6.864,3.23,74.8,932.2,116.6,103.3,8.81,2.0
106.185,81.368,912.7,147.6,919.5,18.71,6.968,3.2,74.82,925.4,115.4,104.7,8.86,2.0
106.264,81.316,912.3,147.6,911.9,18.72,6.968,3.25,74.8,929.1,112.1,103.2,8.85,2.0
106.19,81.341,907.7,145.7,914.7,18.74,6.968,3.24,74.81,926.2,122.9,103.0,8.82,2.0
106.289,81.35,913.1,146.3,908.7,18.74,6.968,3.22,74.83,929.5,113.3,102.3,8.83,2.0
105.81,80.787,930.6,146.9,913.5,18.78,6.968,3.34,74.81,945.9,112.1,100.6,8.79,2.0
106.15,81.241,908.4,146.4,920.1,18.73,6.968,3.2,74.82,926.7,113.3,103.8,8.84,2.0
106.143,81.396,911.6,146.4,917.0,18.76,7.228,3.26,74.81,926.5,115.1,105.1,8.81,2.0
106.278,81.33,917.3,146.9,916.7,18.74,7.02,3.25,74.8,934.3,117.5,104.6,8.83,2.0
106.289,81.249,917.5,146.5,900.8,18.79,6.968,3.29,74.83,933.9,111.8,101.7,8.78,2.0
